date,instrument,trading_day,open,close,high,low,volume,amount,open_interest,product_code
2024-07-29 11:11:00,ec2412.INE,20240729,3207.5,3219.6,3230.0,3207.5,55,8865735.0,24746,ec
2024-07-29 11:12:00,ec2412.INE,20240729,3219.0,3221.3,3225.8,3214.4,26,4187710.0,24745,ec
2024-07-29 11:13:00,ec2412.INE,20240729,3221.3,3225.9,3225.9,3219.9,20,3222940.0,24748,ec
2024-07-29 11:14:00,ec2412.INE,20240729,3225.9,3235.7,3242.0,3225.9,133,21518530.0,24733,ec
2024-07-29 11:15:00,ec2412.INE,20240729,3239.5,3243.6,3243.6,3226.2,83,13422075.0,24729,ec
2024-07-29 11:16:00,ec2412.INE,20240729,3243.6,3228.7,3244.0,3228.0,72,11639250.0,24741,ec
2024-07-29 11:17:00,ec2412.INE,20240729,3228.7,3228.4,3233.0,3228.3,21,3392220.0,24748,ec
2024-07-29 11:18:00,ec2412.INE,20240729,3228.4,3232.8,3232.8,3228.0,13,2099390.0,24750,ec
2024-07-29 11:19:00,ec2412.INE,20240729,3232.8,3228.0,3232.8,3228.0,18,2906465.0,24756,ec
2024-07-29 11:20:00,ec2412.INE,20240729,3228.0,3215.9,3230.0,3212.1,41,6607180.0,24758,ec
2024-07-29 11:21:00,ec2412.INE,20240729,3215.9,3211.8,3227.3,3210.7,57,9166810.0,24767,ec
2024-07-29 11:22:00,ec2412.INE,20240729,3214.5,3217.9,3220.0,3214.5,21,3378480.0,24760,ec
2024-07-29 11:23:00,ec2412.INE,20240729,3217.9,3221.6,3221.6,3215.0,21,3378120.0,24756,ec
2024-07-29 11:24:00,ec2412.INE,20240729,3221.6,3227.5,3227.5,3216.5,15,2417505.0,24756,ec
2024-07-29 11:25:00,ec2412.INE,20240729,3227.5,3220.5,3227.6,3220.2,16,2577615.0,24758,ec
2024-07-29 11:26:00,ec2412.INE,20240729,3220.5,3221.4,3224.1,3216.7,23,3702750.0,24760,ec
2024-07-29 11:27:00,ec2412.INE,20240729,3221.4,3230.0,3240.2,3217.5,80,12926510.0,24756,ec
2024-07-29 11:28:00,ec2412.INE,20240729,3230.0,3234.9,3238.4,3225.7,38,6143435.0,24755,ec
2024-07-29 11:29:00,ec2412.INE,20240729,3237.3,3241.9,3249.0,3237.3,83,13456570.0,24755,ec
2024-07-29 11:30:00,ec2412.INE,20240729,3241.9,3249.9,3250.0,3239.7,156,25326140.0,24788,ec
2024-07-29 13:31:00,ec2412.INE,20240729,3256.0,3273.4,3289.0,3256.0,455,74521905.0,24817,ec
2024-07-29 13:32:00,ec2412.INE,20240729,3275.5,3274.0,3283.0,3267.5,277,45372925.0,24881,ec
2024-07-29 13:33:00,ec2412.INE,20240729,3274.0,3271.3,3278.7,3267.4,104,17027065.0,24900,ec
2024-07-29 13:34:00,ec2412.INE,20240729,3271.3,3275.0,3279.7,3268.2,97,15874415.0,24938,ec
2024-07-29 13:35:00,ec2412.INE,20240729,3272.2,3267.6,3277.3,3260.0,103,16824955.0,24979,ec
2024-07-29 13:36:00,ec2412.INE,20240729,3267.6,3298.0,3298.0,3267.6,249,40927565.0,25013,ec
2024-07-29 13:37:00,ec2412.INE,20240729,3296.4,3295.0,3313.0,3289.8,486,80257555.0,25096,ec
2024-07-29 13:38:00,ec2412.INE,20240729,3294.4,3323.7,3328.0,3286.7,440,72821320.0,25195,ec
2024-07-29 13:39:00,ec2412.INE,20240729,3323.7,3346.1,3348.1,3320.6,581,96863540.0,25250,ec
2024-07-29 13:40:00,ec2412.INE,20240729,3346.1,3345.1,3348.3,3331.5,422,70536415.0,25241,ec
2024-07-29 13:41:00,ec2412.INE,20240729,3345.1,3390.0,3393.6,3345.1,643,108121305.0,25247,ec
2024-07-29 13:42:00,ec2412.INE,20240729,3393.4,3385.0,3399.0,3377.0,775,131356595.0,25262,ec
2024-07-29 13:43:00,ec2412.INE,20240729,3387.1,3465.0,3469.0,3387.1,1213,208729500.0,25258,ec
2024-07-29 13:44:00,ec2412.INE,20240729,3469.2,3493.1,3493.1,3469.2,1168,203808890.0,25055,ec
2024-07-29 13:45:00,ec2412.INE,20240729,3493.1,3469.8,3493.1,3461.1,920,160248975.0,24813,ec
2024-07-29 13:46:00,ec2412.INE,20240729,3469.8,3454.7,3489.0,3450.2,540,93673880.0,24764,ec
2024-07-29 13:47:00,ec2412.INE,20240729,3454.1,3443.3,3454.1,3420.5,599,102847460.0,24812,ec
2024-07-29 13:48:00,ec2412.INE,20240729,3442.7,3449.8,3449.8,3420.1,382,65575480.0,24859,ec
2024-07-29 13:49:00,ec2412.INE,20240729,3447.1,3432.6,3453.9,3431.5,353,60752760.0,24844,ec
2024-07-29 13:50:00,ec2412.INE,20240729,3430.2,3431.0,3454.0,3430.2,221,38016035.0,24893,ec
2024-07-29 13:51:00,ec2412.INE,20240729,3431.0,3433.2,3447.7,3423.9,185,31795280.0,24924,ec
2024-07-29 13:52:00,ec2412.INE,20240729,3436.9,3459.1,3479.2,3433.9,394,68239745.0,24990,ec
2024-07-29 13:53:00,ec2412.INE,20240729,3459.5,3458.0,3473.2,3447.6,258,44620030.0,25015,ec
2024-07-29 13:54:00,ec2412.INE,20240729,3458.0,3444.0,3458.0,3432.0,205,35297065.0,25053,ec
2024-07-29 13:55:00,ec2412.INE,20240729,3436.1,3428.0,3439.4,3423.3,245,42044285.0,25039,ec
2024-07-29 13:56:00,ec2412.INE,20240729,3428.0,3439.6,3441.9,3427.0,170,29165350.0,25054,ec
2024-07-29 13:57:00,ec2412.INE,20240729,3439.6,3434.7,3439.6,3431.6,78,13392270.0,25057,ec
2024-07-29 13:58:00,ec2412.INE,20240729,3435.0,3439.7,3452.0,3433.0,200,34433800.0,25015,ec
2024-07-29 13:59:00,ec2412.INE,20240729,3440.6,3439.7,3444.0,3433.8,81,13930235.0,25028,ec
2024-07-29 14:00:00,ec2412.INE,20240729,3439.7,3455.9,3465.0,3439.7,189,32670670.0,25025,ec
2024-07-29 14:01:00,ec2412.INE,20240729,3455.9,3454.5,3465.0,3450.0,105,18143395.0,25039,ec
2024-07-29 14:02:00,ec2412.INE,20240729,3451.8,3445.4,3455.8,3441.7,91,15686970.0,25059,ec
2024-07-29 14:03:00,ec2412.INE,20240729,3445.4,3464.5,3464.5,3441.5,124,21424130.0,25081,ec
2024-07-29 14:04:00,ec2412.INE,20240729,3464.0,3457.7,3464.0,3451.1,105,18157510.0,25087,ec
2024-07-29 14:05:00,ec2412.INE,20240729,3457.7,3457.0,3469.2,3457.0,161,27880325.0,25104,ec
2024-07-29 14:06:00,ec2412.INE,20240729,3457.0,3492.0,3492.0,3455.9,420,73123000.0,25106,ec
2024-07-29 14:07:00,ec2412.INE,20240729,3492.3,3493.1,3493.1,3487.0,653,114029155.0,25134,ec
2024-07-29 14:08:00,ec2412.INE,20240729,3493.1,3492.8,3493.1,3488.4,335,58503280.0,25161,ec
2024-07-29 14:09:00,ec2412.INE,20240729,3492.8,3493.1,3493.1,3487.6,256,44704515.0,25145,ec
2024-07-29 14:10:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,78,13623090.0,25135,ec
2024-07-29 14:11:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,12,2095860.0,25135,ec
2024-07-29 14:12:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,12,2095860.0,25131,ec
2024-07-29 14:13:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,8,1397240.0,25123,ec
2024-07-29 14:14:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,7,1222585.0,25122,ec
2024-07-29 14:15:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,6,1047930.0,25119,ec
2024-07-29 14:16:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,2,349310.0,25119,ec
2024-07-29 14:17:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,2,349310.0,25118,ec
2024-07-29 14:18:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,23,4017065.0,25116,ec
2024-07-29 14:19:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,9,1571895.0,25113,ec
2024-07-29 14:20:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,8,1397240.0,25108,ec
2024-07-29 14:21:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,7,1222585.0,25103,ec
2024-07-29 14:22:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,10,1746550.0,25102,ec
2024-07-29 14:23:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,12,2095860.0,25100,ec
2024-07-29 14:24:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,24,4191720.0,25100,ec
2024-07-29 14:25:00,ec2412.INE,20240729,3493.1,3492.0,3493.1,3492.0,710,124004680.0,25050,ec
2024-07-29 14:26:00,ec2412.INE,20240729,3485.2,3470.7,3493.1,3462.0,806,140199730.0,25051,ec
2024-07-29 14:27:00,ec2412.INE,20240729,3467.2,3432.1,3467.2,3432.1,553,95389935.0,25094,ec
2024-07-29 14:28:00,ec2412.INE,20240729,3432.0,3446.0,3459.8,3430.0,517,88996600.0,25144,ec
2024-07-29 14:29:00,ec2412.INE,20240729,3446.0,3424.1,3446.0,3403.0,742,126756855.0,25097,ec
2024-07-29 14:30:00,ec2412.INE,20240729,3423.9,3437.1,3438.3,3416.2,339,58100695.0,25095,ec
2024-07-29 14:31:00,ec2412.INE,20240729,3437.0,3450.2,3458.4,3437.0,346,59664310.0,25092,ec
2024-07-29 14:32:00,ec2412.INE,20240729,3450.0,3435.2,3457.3,3426.5,271,46666060.0,25132,ec
2024-07-29 14:33:00,ec2412.INE,20240729,3435.3,3441.5,3441.5,3421.1,241,41336070.0,25187,ec
2024-07-29 14:34:00,ec2412.INE,20240729,3441.5,3470.2,3478.0,3441.5,317,54913295.0,25212,ec
2024-07-29 14:35:00,ec2412.INE,20240729,3470.2,3475.7,3476.1,3459.9,272,47195675.0,25221,ec
2024-07-29 14:36:00,ec2412.INE,20240729,3475.7,3493.1,3493.1,3472.0,522,91065855.0,25185,ec
2024-07-29 14:37:00,ec2412.INE,20240729,3493.1,3472.7,3493.1,3472.1,228,39739185.0,25258,ec
2024-07-29 14:38:00,ec2412.INE,20240729,3477.0,3483.8,3487.1,3475.1,109,18961050.0,25263,ec
2024-07-29 14:39:00,ec2412.INE,20240729,3483.8,3492.0,3492.0,3475.1,113,19676785.0,25267,ec
2024-07-29 14:40:00,ec2412.INE,20240729,3492.9,3493.1,3493.1,3492.8,284,49601125.0,25302,ec
2024-07-29 14:41:00,ec2412.INE,20240729,3493.1,3480.7,3493.1,3478.0,142,24755235.0,25293,ec
2024-07-29 14:42:00,ec2412.INE,20240729,3480.7,3464.2,3481.0,3450.0,298,51579185.0,25293,ec
2024-07-29 14:43:00,ec2412.INE,20240729,3464.2,3470.0,3482.6,3457.4,152,26340405.0,25307,ec
2024-07-29 14:44:00,ec2412.INE,20240729,3470.0,3468.0,3476.0,3464.6,84,14574485.0,25318,ec
2024-07-29 14:45:00,ec2412.INE,20240729,3468.0,3477.0,3487.8,3466.0,112,19486800.0,25328,ec
2024-07-29 14:46:00,ec2412.INE,20240729,3475.4,3489.4,3493.1,3475.4,162,28263955.0,25279,ec
2024-07-29 14:47:00,ec2412.INE,20240729,3493.0,3475.0,3493.0,3470.0,149,25954400.0,25293,ec
2024-07-29 14:48:00,ec2412.INE,20240729,3475.6,3492.2,3493.0,3474.6,140,24402675.0,25280,ec
2024-07-29 14:49:00,ec2412.INE,20240729,3492.2,3490.3,3492.4,3482.5,100,17441630.0,25324,ec
2024-07-29 14:50:00,ec2412.INE,20240729,3490.3,3493.1,3493.1,3486.1,216,37714305.0,25331,ec
2024-07-29 14:51:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,33,5763615.0,25329,ec
2024-07-29 14:52:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,18,3143790.0,25325,ec
2024-07-29 14:53:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,33,5763615.0,25324,ec
2024-07-29 14:54:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,2,349310.0,25324,ec
2024-07-29 14:55:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,8,1397240.0,25322,ec
2024-07-29 14:56:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,94,16417570.0,25306,ec
2024-07-29 14:57:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,17,2969135.0,25298,ec
2024-07-29 14:58:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,55,9606025.0,25256,ec
2024-07-29 14:59:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,42,7335510.0,25254,ec
2024-07-29 15:00:00,ec2412.INE,20240729,3493.1,3493.1,3493.1,3493.1,55,9606025.0,25253,ec
