date,instrument,trading_day,open,close,high,low,volume,amount,open_interest,product_code
2024-07-29 09:01:00,ec2412.INE,20240729,3150.0,3208.0,3208.0,3127.2,1673,264830575.0,23868,ec
2024-07-29 09:02:00,ec2412.INE,20240729,3223.7,3252.4,3313.8,3223.7,1376,225385090.0,23844,ec
2024-07-29 09:03:00,ec2412.INE,20240729,3252.4,3228.4,3265.0,3224.9,559,90591235.0,23809,ec
2024-07-29 09:04:00,ec2412.INE,20240729,3230.8,3202.9,3230.8,3194.4,551,88322245.0,23723,ec
2024-07-29 09:05:00,ec2412.INE,20240729,3204.1,3206.0,3215.0,3194.0,440,70467540.0,23783,ec
2024-07-29 09:06:00,ec2412.INE,20240729,3208.0,3218.8,3237.8,3208.0,336,54152525.0,23804,ec
2024-07-29 09:07:00,ec2412.INE,20240729,3218.8,3176.0,3218.8,3160.0,471,74924335.0,23793,ec
2024-07-29 09:08:00,ec2412.INE,20240729,3176.0,3182.2,3182.2,3167.7,210,33331295.0,23786,ec
2024-07-29 09:09:00,ec2412.INE,20240729,3182.2,3182.0,3195.8,3168.0,271,43132290.0,23805,ec
2024-07-29 09:10:00,ec2412.INE,20240729,3182.0,3177.0,3182.0,3158.3,312,49441355.0,23866,ec
2024-07-29 09:11:00,ec2412.INE,20240729,3174.7,3161.9,3177.1,3152.6,285,45044265.0,23925,ec
2024-07-29 09:12:00,ec2412.INE,20240729,3165.8,3172.8,3182.4,3161.3,171,27115265.0,23957,ec
2024-07-29 09:13:00,ec2412.INE,20240729,3172.8,3187.5,3193.8,3166.6,176,27964705.0,23959,ec
2024-07-29 09:14:00,ec2412.INE,20240729,3187.5,3203.9,3204.7,3185.1,239,38168540.0,23977,ec
2024-07-29 09:15:00,ec2412.INE,20240729,3203.9,3196.0,3222.9,3195.9,326,52395415.0,24021,ec
2024-07-29 09:16:00,ec2412.INE,20240729,3195.9,3200.4,3215.8,3190.4,194,31073215.0,24029,ec
2024-07-29 09:17:00,ec2412.INE,20240729,3201.4,3211.1,3228.4,3196.8,214,34435055.0,24088,ec
2024-07-29 09:18:00,ec2412.INE,20240729,3211.1,3196.2,3216.3,3196.0,88,14085790.0,24115,ec
2024-07-29 09:19:00,ec2412.INE,20240729,3196.2,3194.0,3199.0,3185.3,123,19632555.0,24158,ec
2024-07-29 09:20:00,ec2412.INE,20240729,3191.7,3181.2,3195.2,3181.0,85,13541900.0,24197,ec
2024-07-29 09:21:00,ec2412.INE,20240729,3181.2,3197.6,3204.0,3181.2,131,20928015.0,24199,ec
2024-07-29 09:22:00,ec2412.INE,20240729,3197.6,3205.3,3206.0,3191.2,69,11039390.0,24216,ec
2024-07-29 09:23:00,ec2412.INE,20240729,3200.6,3195.4,3200.6,3195.1,53,8473020.0,24228,ec
2024-07-29 09:24:00,ec2412.INE,20240729,3195.4,3176.3,3210.0,3176.2,164,26203925.0,24240,ec
2024-07-29 09:25:00,ec2412.INE,20240729,3176.2,3204.0,3207.0,3176.2,164,26204685.0,24258,ec
2024-07-29 09:26:00,ec2412.INE,20240729,3204.0,3208.5,3217.4,3201.4,118,18931590.0,24281,ec
2024-07-29 09:27:00,ec2412.INE,20240729,3212.4,3226.5,3236.0,3212.4,292,47126600.0,24291,ec
2024-07-29 09:28:00,ec2412.INE,20240729,3226.5,3250.0,3250.3,3220.5,229,37085155.0,24296,ec
2024-07-29 09:29:00,ec2412.INE,20240729,3255.0,3235.2,3255.0,3233.2,239,38791445.0,24261,ec
2024-07-29 09:30:00,ec2412.INE,20240729,3233.9,3201.6,3235.2,3201.0,174,27961860.0,24270,ec
2024-07-29 09:31:00,ec2412.INE,20240729,3205.2,3228.1,3230.7,3205.2,140,22546585.0,24281,ec
2024-07-29 09:32:00,ec2412.INE,20240729,3228.1,3224.3,3235.2,3224.3,96,15506305.0,24289,ec
2024-07-29 09:33:00,ec2412.INE,20240729,3225.0,3221.4,3225.0,3220.0,53,8538475.0,24305,ec
2024-07-29 09:34:00,ec2412.INE,20240729,3221.4,3229.1,3249.0,3221.4,184,29830350.0,24322,ec
2024-07-29 09:35:00,ec2412.INE,20240729,3229.1,3227.3,3239.0,3222.0,71,11459595.0,24339,ec
2024-07-29 09:36:00,ec2412.INE,20240729,3227.3,3220.7,3235.7,3220.5,41,6616760.0,24338,ec
2024-07-29 09:37:00,ec2412.INE,20240729,3220.7,3211.6,3224.0,3210.0,116,18658920.0,24304,ec
2024-07-29 09:38:00,ec2412.INE,20240729,3210.0,3225.5,3233.0,3201.0,146,23432730.0,24316,ec
2024-07-29 09:39:00,ec2412.INE,20240729,3222.7,3202.8,3222.7,3201.0,110,17643955.0,24328,ec
2024-07-29 09:40:00,ec2412.INE,20240729,3202.8,3200.2,3202.8,3190.3,141,22529375.0,24323,ec
2024-07-29 09:41:00,ec2412.INE,20240729,3200.2,3185.0,3201.5,3182.7,107,17070500.0,24308,ec
2024-07-29 09:42:00,ec2412.INE,20240729,3185.0,3186.5,3198.8,3180.7,81,12907770.0,24325,ec
2024-07-29 09:43:00,ec2412.INE,20240729,3186.5,3189.8,3197.4,3184.2,72,11491630.0,24341,ec
2024-07-29 09:44:00,ec2412.INE,20240729,3187.4,3194.6,3198.3,3187.4,31,4949205.0,24350,ec
2024-07-29 09:45:00,ec2412.INE,20240729,3194.6,3198.1,3205.6,3192.8,62,9922480.0,24351,ec
2024-07-29 09:46:00,ec2412.INE,20240729,3195.0,3209.6,3209.7,3192.0,33,5283455.0,24350,ec
2024-07-29 09:47:00,ec2412.INE,20240729,3209.6,3209.6,3209.6,3204.2,23,3688080.0,24348,ec
2024-07-29 09:48:00,ec2412.INE,20240729,3209.6,3196.6,3209.6,3195.7,38,6084120.0,24360,ec
2024-07-29 09:49:00,ec2412.INE,20240729,3196.6,3196.4,3204.6,3196.2,41,6558995.0,24370,ec
2024-07-29 09:50:00,ec2412.INE,20240729,3196.3,3187.2,3196.3,3185.0,96,15308335.0,24387,ec
2024-07-29 09:51:00,ec2412.INE,20240729,3187.2,3191.7,3194.0,3185.2,57,9089270.0,24409,ec
2024-07-29 09:52:00,ec2412.INE,20240729,3191.7,3200.0,3205.4,3191.7,26,4157630.0,24418,ec
2024-07-29 09:53:00,ec2412.INE,20240729,3203.5,3208.3,3208.3,3200.0,39,6243620.0,24435,ec
2024-07-29 09:54:00,ec2412.INE,20240729,3204.4,3200.8,3204.4,3200.0,20,3201800.0,24438,ec
2024-07-29 09:55:00,ec2412.INE,20240729,3200.8,3198.5,3201.6,3198.5,20,3200395.0,24440,ec
2024-07-29 09:56:00,ec2412.INE,20240729,3198.5,3192.1,3198.5,3185.7,52,8293825.0,24444,ec
2024-07-29 09:57:00,ec2412.INE,20240729,3192.1,3192.0,3194.8,3187.6,41,6543300.0,24445,ec
2024-07-29 09:58:00,ec2412.INE,20240729,3192.0,3177.5,3192.0,3176.0,193,30710760.0,24469,ec
2024-07-29 09:59:00,ec2412.INE,20240729,3180.0,3181.3,3186.5,3177.4,92,14635385.0,24494,ec
2024-07-29 10:00:00,ec2412.INE,20240729,3180.0,3171.3,3181.9,3166.0,208,32983620.0,24484,ec
2024-07-29 10:01:00,ec2412.INE,20240729,3171.3,3174.1,3177.7,3158.0,226,35747860.0,24497,ec
2024-07-29 10:02:00,ec2412.INE,20240729,3173.6,3172.3,3187.0,3171.0,99,15734400.0,24502,ec
2024-07-29 10:03:00,ec2412.INE,20240729,3172.3,3189.0,3192.3,3171.5,54,8590115.0,24501,ec
2024-07-29 10:04:00,ec2412.INE,20240729,3189.0,3193.0,3193.5,3183.4,59,9408695.0,24503,ec
2024-07-29 10:05:00,ec2412.INE,20240729,3190.1,3198.9,3203.3,3187.6,117,18701645.0,24510,ec
2024-07-29 10:06:00,ec2412.INE,20240729,3198.9,3193.7,3198.9,3189.0,32,5110090.0,24506,ec
2024-07-29 10:07:00,ec2412.INE,20240729,3190.1,3192.9,3208.8,3186.6,83,13278315.0,24513,ec
2024-07-29 10:08:00,ec2412.INE,20240729,3192.9,3192.9,3192.9,3182.2,24,3824810.0,24507,ec
2024-07-29 10:09:00,ec2412.INE,20240729,3192.9,3189.1,3192.9,3180.6,34,5419875.0,24525,ec
2024-07-29 10:10:00,ec2412.INE,20240729,3189.1,3175.2,3189.1,3172.0,43,6835700.0,24523,ec
2024-07-29 10:11:00,ec2412.INE,20240729,3175.2,3172.4,3188.7,3172.4,30,4771520.0,24524,ec
2024-07-29 10:12:00,ec2412.INE,20240729,3172.4,3183.2,3185.9,3172.4,19,3021010.0,24525,ec
2024-07-29 10:13:00,ec2412.INE,20240729,3183.2,3199.0,3202.8,3183.2,59,9427870.0,24515,ec
2024-07-29 10:14:00,ec2412.INE,20240729,3200.0,3205.2,3208.0,3200.0,76,12175080.0,24518,ec
2024-07-29 10:15:00,ec2412.INE,20240729,3205.2,3225.5,3239.2,3205.2,279,45045795.0,24520,ec
2024-07-29 10:31:00,ec2412.INE,20240729,3230.1,3222.1,3250.0,3218.3,230,37248055.0,24560,ec
2024-07-29 10:32:00,ec2412.INE,20240729,3224.2,3218.4,3229.5,3214.1,85,13690160.0,24573,ec
2024-07-29 10:33:00,ec2412.INE,20240729,3218.4,3214.8,3218.4,3210.0,60,9641865.0,24572,ec
2024-07-29 10:34:00,ec2412.INE,20240729,3214.8,3212.7,3214.8,3203.0,40,6417945.0,24571,ec
2024-07-29 10:35:00,ec2412.INE,20240729,3212.7,3200.0,3212.7,3199.8,71,11369910.0,24582,ec
2024-07-29 10:36:00,ec2412.INE,20240729,3200.0,3220.0,3222.3,3200.0,49,7871820.0,24587,ec
2024-07-29 10:37:00,ec2412.INE,20240729,3220.0,3213.0,3230.0,3211.4,66,10638550.0,24612,ec
2024-07-29 10:38:00,ec2412.INE,20240729,3213.0,3224.9,3224.9,3212.8,23,3702940.0,24626,ec
2024-07-29 10:39:00,ec2412.INE,20240729,3224.9,3217.2,3227.7,3216.0,42,6766395.0,24640,ec
2024-07-29 10:40:00,ec2412.INE,20240729,3217.2,3216.0,3217.2,3216.0,5,804110.0,24640,ec
2024-07-29 10:41:00,ec2412.INE,20240729,3216.0,3210.0,3220.2,3208.1,26,4180025.0,24639,ec
2024-07-29 10:42:00,ec2412.INE,20240729,3210.0,3208.5,3210.0,3200.8,42,6727030.0,24630,ec
2024-07-29 10:43:00,ec2412.INE,20240729,3208.5,3207.3,3212.0,3201.0,15,2403165.0,24626,ec
2024-07-29 10:44:00,ec2412.INE,20240729,3207.3,3219.2,3219.3,3200.0,40,6415530.0,24637,ec
2024-07-29 10:45:00,ec2412.INE,20240729,3219.2,3213.2,3219.2,3208.2,9,1445005.0,24641,ec
2024-07-29 10:46:00,ec2412.INE,20240729,3213.2,3217.4,3218.1,3213.0,40,6430695.0,24656,ec
2024-07-29 10:47:00,ec2412.INE,20240729,3217.4,3214.8,3224.8,3214.8,44,7084275.0,24673,ec
2024-07-29 10:48:00,ec2412.INE,20240729,3214.8,3209.8,3214.8,3205.9,5,802345.0,24675,ec
2024-07-29 10:49:00,ec2412.INE,20240729,3209.8,3213.2,3216.6,3209.6,30,4818585.0,24675,ec
2024-07-29 10:50:00,ec2412.INE,20240729,3213.2,3207.6,3213.5,3201.8,23,3691285.0,24675,ec
2024-07-29 10:51:00,ec2412.INE,20240729,3207.6,3205.6,3211.9,3205.6,18,2887220.0,24682,ec
2024-07-29 10:52:00,ec2412.INE,20240729,3204.9,3210.0,3210.0,3204.9,43,6900290.0,24699,ec
2024-07-29 10:53:00,ec2412.INE,20240729,3210.0,3213.8,3213.8,3200.0,62,9940235.0,24709,ec
2024-07-29 10:54:00,ec2412.INE,20240729,3213.8,3215.6,3215.6,3209.3,34,5461945.0,24699,ec
2024-07-29 10:55:00,ec2412.INE,20240729,3218.7,3217.3,3222.9,3210.2,17,2734790.0,24705,ec
2024-07-29 10:56:00,ec2412.INE,20240729,3217.3,3214.6,3221.0,3214.6,31,4988875.0,24724,ec
2024-07-29 10:57:00,ec2412.INE,20240729,3214.6,3200.1,3215.0,3199.2,63,10088040.0,24712,ec
2024-07-29 10:58:00,ec2412.INE,20240729,3202.9,3207.0,3210.8,3202.9,29,4648860.0,24714,ec
2024-07-29 10:59:00,ec2412.INE,20240729,3207.0,3209.8,3209.8,3207.0,7,1122870.0,24712,ec
2024-07-29 11:00:00,ec2412.INE,20240729,3209.8,3229.2,3232.0,3203.9,95,15298090.0,24719,ec
2024-07-29 11:01:00,ec2412.INE,20240729,3229.2,3220.0,3229.2,3212.0,21,3377405.0,24725,ec
2024-07-29 11:02:00,ec2412.INE,20240729,3220.0,3216.1,3230.0,3207.1,71,11445675.0,24751,ec
2024-07-29 11:03:00,ec2412.INE,20240729,3216.1,3216.5,3216.6,3213.0,27,4340800.0,24759,ec
2024-07-29 11:04:00,ec2412.INE,20240729,3216.5,3216.9,3219.4,3213.6,21,3376765.0,24760,ec
2024-07-29 11:05:00,ec2412.INE,20240729,3216.9,3210.0,3222.9,3210.0,35,5628495.0,24765,ec
2024-07-29 11:06:00,ec2412.INE,20240729,3210.0,3212.2,3214.0,3207.2,17,2728280.0,24758,ec
2024-07-29 11:07:00,ec2412.INE,20240729,3212.2,3202.3,3212.2,3202.3,23,3687755.0,24748,ec
2024-07-29 11:08:00,ec2412.INE,20240729,3202.3,3204.0,3207.5,3202.3,33,5286940.0,24750,ec
2024-07-29 11:09:00,ec2412.INE,20240729,3204.0,3209.5,3216.0,3204.0,19,3050925.0,24747,ec
2024-07-29 11:10:00,ec2412.INE,20240729,3209.5,3207.5,3214.3,3207.5,9,1445170.0,24745,ec
