j2501,DCE,13:38:34.554#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1820,5148.000000,2228.000000,2,2228.500000,1,2229.000000,2,2229.500000,1,2230.000000,1,2233.000000,2,2233.500000,2,2234.000000,1,2234.500000,1,2235.000000,2,2230.500000
j2501,DCE,13:38:38.358#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1820,5148.000000,2228.000000,2,2228.500000,1,2229.000000,2,2229.500000,1,2230.000000,2,2233.000000,2,2233.500000,2,2234.000000,1,2234.500000,1,2235.000000,2,2230.500000
j2501,DCE,13:38:38.819#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1820,5148.000000,2228.000000,2,2228.500000,1,2229.000000,2,2229.500000,1,2230.000000,2,2233.000000,1,2233.500000,2,2234.000000,1,2234.500000,1,2235.000000,1,2230.500000
j2501,DCE,13:38:39.40#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1820,5148.000000,2228.000000,2,2228.500000,1,2229.000000,2,2229.500000,1,2230.000000,2,2232.500000,1,2233.000000,1,2233.500000,2,2234.000000,2,2234.500000,1,2230.500000
j2501,DCE,13:38:39.335#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1820,5148.000000,2228.000000,2,2228.500000,1,2229.000000,2,2229.500000,1,2230.000000,2,2232.500000,1,2233.500000,2,2234.000000,2,2234.500000,1,2235.000000,1,2230.500000
j2501,DCE,13:38:40.787#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1820,5148.000000,2228.000000,2,2228.500000,1,2229.000000,2,2229.500000,1,2230.000000,1,2232.500000,1,2233.500000,2,2234.000000,2,2234.500000,1,2235.000000,1,2230.500000
j2501,DCE,13:38:48.509#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1830,5147.000000,2228.000000,2,2228.500000,1,2229.000000,2,2229.500000,1,2230.000000,1,2236.000000,7,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2234.500000
j2501,DCE,13:38:48.578#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1830,5147.000000,2229.500000,1,2230.000000,1,2230.500000,1,2231.500000,1,2232.500000,1,2236.000000,7,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2234.500000
j2501,DCE,13:38:49.507#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1830,5147.000000,2229.500000,1,2230.000000,1,2230.500000,1,2232.000000,1,2232.500000,1,2236.000000,7,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2234.500000
j2501,DCE,13:38:49.671#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1830,5147.000000,2229.500000,1,2230.000000,1,2230.500000,1,2232.000000,2,2232.500000,1,2236.000000,7,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2234.500000
j2501,DCE,13:38:50.22#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1830,5147.000000,2229.500000,1,2230.000000,1,2230.500000,1,2232.000000,4,2232.500000,1,2236.000000,7,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2234.500000
j2501,DCE,13:38:53.425#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1830,5147.000000,2229.500000,1,2230.000000,1,2230.500000,1,2232.000000,3,2232.500000,1,2236.000000,7,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2234.500000
j2501,DCE,13:38:58.47#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1831,5148.000000,2228.500000,1,2229.000000,1,2229.500000,1,2230.000000,1,2230.500000,1,2236.000000,7,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2232.500000
j2501,DCE,13:38:58.77#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1831,5148.000000,2229.000000,1,2229.500000,1,2230.000000,1,2230.500000,2,2231.000000,1,2236.000000,8,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2232.500000
j2501,DCE,13:39:10.832#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1831,5148.000000,2228.500000,1,2229.000000,1,2229.500000,1,2230.000000,1,2230.500000,2,2236.000000,8,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2232.500000
j2501,DCE,13:39:20.888#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1831,5148.000000,2229.500000,1,2230.000000,1,2230.500000,2,2231.500000,1,2234.500000,5,2236.000000,8,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2232.500000
j2501,DCE,13:39:21.194#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1836,5148.000000,2228.500000,1,2229.000000,1,2229.500000,1,2230.000000,1,2230.500000,2,2236.000000,8,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2234.500000
j2501,DCE,13:39:22.331#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1836,5148.000000,2228.500000,1,2229.000000,1,2229.500000,1,2230.000000,1,2230.500000,1,2236.000000,8,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2234.500000
j2501,DCE,13:39:22.629#,2266.000000,2266.000000,2209.500000,2461.000000,2097.000000,1836,5148.000000,2228.500000,1,2229.000000,1,2229.500000,2,2230.000000,1,2230.500000,1,2236.000000,8,2237.000000,1,2239.500000,1,2240.000000,2,2240.500000,1,2234.500000
